Beach_Name,Measurement_Date_And_Time,Water_Temperature,Turbidity,Transducer_Depth,Wave_Height,Wave_Period,Battery_Life
Osterman Beach,2015-06-30 07:00:00,17.0,0.53,1.570235000996614,0.126,3.0,11.7
Ohio Street Beach,2015-06-30 06:00:00,18.3,1.54,1.570235000996614,0.066,3.0,11.1
Rainbow Beach,2015-06-30 06:00:00,17.5,0.64,1.570235000996614,0.077,6.0,11.2
63rd Street Beach,2015-06-30 08:00:00,17.8,0.78,1.570235000996614,0.083,2.0,11.8
Montrose Beach,2015-06-30 08:00:00,17.2,0.22,1.570235000996614,0.109,3.0,11.9
Osterman Beach,2015-06-30 08:00:00,17.1,0.55,1.570235000996614,0.119,3.0,11.7
Ohio Street Beach,2015-06-30 07:00:00,18.3,1.49,1.570235000996614,0.076,3.0,11.1
Rainbow Beach,2015-06-30 07:00:00,17.4,0.58,1.570235000996614,0.081,3.0,11.2
63rd Street Beach,2015-06-30 09:00:00,17.9,0.78,1.570235000996614,0.07,3.0,11.8
Montrose Beach,2015-06-30 09:00:00,17.3,0.29,1.570235000996614,0.109,3.0,11.9
Osterman Beach,2015-06-30 09:00:00,17.2,0.5,1.570235000996614,0.108,2.0,11.7
Ohio Street Beach,2015-06-30 08:00:00,18.3,1.42,1.570235000996614,0.098,4.0,11.1
Rainbow Beach,2015-06-30 08:00:00,17.5,0.58,1.570235000996614,0.111,3.0,11.2
Montrose Beach,2016-06-05 23:00:00,13.2,5.17433978494627,1.570235000996614,0.259,3.0,11.4
63rd Street Beach,2015-06-30 10:00:00,18.2,0.78,1.570235000996614,0.076,2.0,11.7
Montrose Beach,2015-06-30 10:00:00,17.5,0.23,1.570235000996614,0.101,3.0,11.9
Osterman Beach,2015-06-30 10:00:00,17.6,0.53,1.570235000996614,0.1,2.0,11.7
Ohio Street Beach,2015-06-30 09:00:00,18.5,1.22,1.570235000996614,0.067,2.0,11.1
Rainbow Beach,2015-06-30 09:00:00,17.6,0.59,1.570235000996614,0.099,2.0,11.2
63rd Street Beach,2015-06-30 11:00:00,18.4,0.75,1.570235000996614,0.087,3.0,11.7
Montrose Beach,2015-06-30 11:00:00,17.8,0.21,1.570235000996614,0.103,3.0,11.9
Osterman Beach,2015-06-30 11:00:00,17.8,0.5,1.570235000996614,0.102,3.0,11.7
Ohio Street Beach,2015-06-30 11:00:00,19.0,1.11,1.570235000996614,0.087,4.0,11.1
Rainbow Beach,2015-06-30 10:00:00,17.8,0.55,1.570235000996614,0.091,2.0,11.2
63rd Street Beach,2015-06-30 12:00:00,18.8,0.73,1.570235000996614,0.115,3.0,11.7
Montrose Beach,2015-06-30 12:00:00,18.2,0.18,1.570235000996614,0.117,3.0,11.9
Osterman Beach,2015-06-30 12:00:00,18.1,0.44,1.570235000996614,0.105,3.0,11.7
Ohio Street Beach,2015-06-30 12:00:00,20.2,1.07,1.570235000996614,0.091,4.0,11.1
Rainbow Beach,2015-06-30 11:00:00,18.1,0.52,1.570235000996614,0.093,9.0,11.2
63rd Street Beach,2015-06-30 13:00:00,19.1,0.7,1.570235000996614,0.089,4.0,11.7
Montrose Beach,2015-06-30 13:00:00,18.4,0.17,1.570235000996614,0.095,4.0,11.9
Osterman Beach,2015-06-30 13:00:00,18.3,0.42,1.570235000996614,0.095,3.0,11.7
Ohio Street Beach,2015-06-30 13:00:00,20.2,1.11,1.570235000996614,0.086,3.0,11.1
Rainbow Beach,2015-06-30 12:00:00,18.4,0.49,1.570235000996614,0.124,3.0,11.2
63rd Street Beach,2015-06-30 14:00:00,19.3,0.68,1.570235000996614,0.132,2.0,11.7
Montrose Beach,2015-06-30 14:00:00,18.6,0.19,1.570235000996614,0.202,2.0,11.9
Osterman Beach,2015-06-30 14:00:00,18.5,0.48,1.570235000996614,0.158,2.0,11.7
Ohio Street Beach,2015-06-30 14:00:00,20.9,1.12,1.570235000996614,0.101,2.0,11.1
Rainbow Beach,2015-06-30 13:00:00,18.8,0.53,1.570235000996614,0.111,4.0,11.1
Montrose Beach,2015-07-01 07:00:00,17.7,1.08,1.570235000996614,0.389,6.0,11.8
Osterman Beach,2015-07-01 07:00:00,17.8,3.15,1.570235000996614,0.337,6.0,11.7
Ohio Street Beach,2015-07-01 07:00:00,18.5,2.74,1.570235000996614,0.23,6.0,11.0
Rainbow Beach,2015-07-01 06:00:00,18.3,3.38,1.570235000996614,0.387,6.0,11.1
Montrose Beach,2015-07-01 10:00:00,18.0,1.39,1.570235000996614,0.388,5.0,11.8
Osterman Beach,2015-07-01 10:00:00,18.0,3.21,1.570235000996614,0.308,6.0,11.6
Ohio Street Beach,2015-07-01 10:00:00,18.4,3.17,1.570235000996614,0.212,6.0,11.0
63rd Street Beach,2015-06-30 15:00:00,19.7,0.64,1.570235000996614,0.133,2.0,11.7
Montrose Beach,2015-06-30 15:00:00,18.8,0.19,1.570235000996614,0.21,2.0,11.9
Osterman Beach,2015-06-30 15:00:00,18.8,0.42,1.570235000996614,0.145,2.0,11.7
Ohio Street Beach,2015-06-30 15:00:00,21.4,1.25,1.570235000996614,0.146,2.0,11.1
Rainbow Beach,2015-06-30 14:00:00,19.2,0.58,1.570235000996614,0.214,2.0,11.2
63rd Street Beach,2015-06-30 16:00:00,20.7,0.58,1.570235000996614,0.13,3.0,11.7
Montrose Beach,2015-06-30 16:00:00,19.4,0.46,1.570235000996614,0.119,10.0,11.9
Osterman Beach,2015-06-30 16:00:00,18.7,0.45,1.570235000996614,0.096,9.0,11.7
Ohio Street Beach,2015-06-30 16:00:00,21.0,1.21,1.570235000996614,0.127,2.0,11.1
Rainbow Beach,2015-06-30 15:00:00,20.1,0.67,1.570235000996614,0.175,2.0,11.1
63rd Street Beach,2015-06-30 17:00:00,20.0,0.61,1.570235000996614,0.119,2.0,11.7
Montrose Beach,2015-06-30 17:00:00,18.9,0.37,1.570235000996614,0.336,3.0,11.9
Osterman Beach,2015-06-30 17:00:00,18.8,0.56,1.570235000996614,0.284,3.0,11.7
Ohio Street Beach,2015-06-30 17:00:00,20.4,0.94,1.570235000996614,0.157,2.0,11.1
Rainbow Beach,2015-06-30 16:00:00,20.3,0.58,1.570235000996614,0.146,2.0,11.2
Montrose Beach,2015-06-30 18:00:00,18.9,0.58,1.570235000996614,0.342,3.0,11.9
Osterman Beach,2015-06-30 18:00:00,18.6,0.71,1.570235000996614,0.296,3.0,11.7
Ohio Street Beach,2015-06-30 18:00:00,20.3,1.59,1.570235000996614,0.192,3.0,11.1
Rainbow Beach,2015-06-30 17:00:00,19.7,0.55,1.570235000996614,0.142,9.0,11.1
Montrose Beach,2015-06-30 19:00:00,18.7,0.55,1.570235000996614,0.313,3.0,11.9
Osterman Beach,2015-06-30 19:00:00,18.4,0.92,1.570235000996614,0.258,3.0,11.7
Ohio Street Beach,2015-06-30 19:00:00,19.6,1.44,1.570235000996614,0.178,3.0,11.1
Rainbow Beach,2015-06-30 18:00:00,19.4,0.53,1.570235000996614,0.286,2.0,11.1
63rd Street Beach,2015-06-30 18:00:00,19.8,0.66,1.570235000996614,0.225,3.0,11.7
63rd Street Beach,2015-06-30 20:00:00,19.7,0.94,1.570235000996614,0.266,3.0,11.7
Montrose Beach,2015-06-30 20:00:00,18.6,0.64,1.570235000996614,0.317,3.0,11.9
Osterman Beach,2015-06-30 20:00:00,18.3,0.81,1.570235000996614,0.278,3.0,11.7
Ohio Street Beach,2015-06-30 20:00:00,20.2,1.92,1.570235000996614,0.186,3.0,11.1
Rainbow Beach,2015-06-30 19:00:00,19.7,1.12,1.570235000996614,0.329,4.0,11.2
63rd Street Beach,2015-06-30 21:00:00,19.5,1.02,1.570235000996614,0.259,3.0,11.7
Montrose Beach,2015-06-30 21:00:00,18.6,0.65,1.570235000996614,0.3,3.0,11.9
Osterman Beach,2015-06-30 21:00:00,18.2,0.79,1.570235000996614,0.253,3.0,11.7
Ohio Street Beach,2015-06-30 21:00:00,20.0,1.75,1.570235000996614,0.188,3.0,11.1
Rainbow Beach,2015-06-30 20:00:00,19.4,1.2,1.570235000996614,0.315,3.0,11.1
63rd Street Beach,2015-06-30 22:00:00,19.3,1.01,1.570235000996614,0.238,3.0,11.7
Montrose Beach,2015-06-30 22:00:00,18.4,0.57,1.570235000996614,0.284,3.0,11.9
Osterman Beach,2015-06-30 22:00:00,18.2,0.78,1.570235000996614,0.248,3.0,11.7
Ohio Street Beach,2015-06-30 22:00:00,19.7,1.24,1.570235000996614,0.17,3.0,11.1
Rainbow Beach,2015-06-30 21:00:00,19.3,1.2,1.570235000996614,0.332,3.0,11.1
63rd Street Beach,2015-06-30 23:00:00,19.0,1.0,1.570235000996614,0.247,3.0,11.7
Montrose Beach,2015-06-30 23:00:00,18.3,0.54,1.570235000996614,0.298,3.0,11.9
Osterman Beach,2015-06-30 23:00:00,18.3,0.81,1.570235000996614,0.26,3.0,11.7
Ohio Street Beach,2015-06-30 23:00:00,19.6,1.23,1.570235000996614,0.175,3.0,11.1
Rainbow Beach,2015-06-30 22:00:00,19.2,1.41,1.570235000996614,0.302,3.0,11.1
63rd Street Beach,2015-07-01 00:00:00,18.7,0.99,1.570235000996614,0.262,3.0,11.7
Montrose Beach,2015-07-01 00:00:00,18.2,0.46,1.570235000996614,0.339,4.0,11.9
Osterman Beach,2015-07-01 00:00:00,18.2,0.92,1.570235000996614,0.301,4.0,11.7
Ohio Street Beach,2015-07-01 00:00:00,19.5,1.35,1.570235000996614,0.21,4.0,11.1
Rainbow Beach,2015-06-30 23:00:00,19.0,1.14,1.570235000996614,0.289,3.0,11.1
63rd Street Beach,2015-07-01 01:00:00,18.5,1.0,1.570235000996614,0.293,4.0,11.7
Montrose Beach,2015-07-01 01:00:00,18.2,0.56,1.570235000996614,0.382,5.0,11.9
Osterman Beach,2015-07-01 01:00:00,18.1,1.14,1.570235000996614,0.325,4.0,11.7
Ohio Street Beach,2015-07-01 01:00:00,19.5,2.67,1.570235000996614,0.215,4.0,11.1
Rainbow Beach,2015-07-01 00:00:00,18.8,1.35,1.570235000996614,0.32,3.0,11.1
63rd Street Beach,2015-07-01 02:00:00,18.4,1.1,1.570235000996614,0.297,5.0,11.7
Montrose Beach,2015-07-01 02:00:00,18.0,0.57,1.570235000996614,0.377,5.0,11.9
Osterman Beach,2015-07-01 02:00:00,18.0,1.39,1.570235000996614,0.317,4.0,11.7
Ohio Street Beach,2015-07-01 02:00:00,19.3,2.85,1.570235000996614,0.211,5.0,11.1
Rainbow Beach,2015-07-01 01:00:00,18.7,1.31,1.570235000996614,0.356,4.0,11.1
63rd Street Beach,2015-07-01 03:00:00,18.3,1.14,1.570235000996614,0.332,5.0,11.7
Montrose Beach,2015-07-01 03:00:00,18.0,0.83,1.570235000996614,0.423,5.0,11.9
Osterman Beach,2015-07-01 03:00:00,18.0,1.79,1.570235000996614,0.345,6.0,11.7
Ohio Street Beach,2015-07-01 03:00:00,19.1,3.31,1.570235000996614,0.221,5.0,11.1
Rainbow Beach,2015-07-01 02:00:00,18.6,4.13,1.570235000996614,0.38,5.0,11.1
63rd Street Beach,2015-07-01 04:00:00,18.3,1.25,1.570235000996614,0.328,5.0,11.7
Montrose Beach,2015-07-01 04:00:00,17.9,0.98,1.570235000996614,0.38,6.0,11.8
Osterman Beach,2015-07-01 04:00:00,18.0,2.6,1.570235000996614,0.337,5.0,11.7
Ohio Street Beach,2015-07-01 04:00:00,18.9,2.98,1.570235000996614,0.225,4.0,11.1
Rainbow Beach,2015-07-01 03:00:00,18.4,4.3,1.570235000996614,0.375,5.0,11.1
63rd Street Beach,2015-07-01 05:00:00,18.2,1.26,1.570235000996614,0.342,5.0,11.7
Montrose Beach,2015-07-01 05:00:00,17.9,1.28,1.570235000996614,0.388,6.0,11.8
Osterman Beach,2015-07-01 05:00:00,17.9,2.43,1.570235000996614,0.323,5.0,11.7
Ohio Street Beach,2015-07-01 05:00:00,18.6,3.05,1.570235000996614,0.222,4.0,11.0
Rainbow Beach,2015-07-01 04:00:00,18.4,1.44,1.570235000996614,0.379,5.0,11.1
Ohio Street Beach,2016-06-05 23:00:00,14.9,1.08,1.570235000996614,0.129,3.0,11.4
Montrose Beach,2015-07-01 06:00:00,17.7,1.21,1.570235000996614,0.385,6.0,11.8
Osterman Beach,2015-07-01 06:00:00,17.9,2.88,1.570235000996614,0.334,7.0,11.7
Ohio Street Beach,2015-07-01 06:00:00,18.5,2.89,1.570235000996614,0.237,4.0,11.0
Rainbow Beach,2015-07-01 05:00:00,18.3,3.61,1.570235000996614,0.366,5.0,11.1
63rd Street Beach,2015-07-01 06:00:00,18.1,1.35,1.570235000996614,0.317,5.0,11.7
63rd Street Beach,2015-07-01 08:00:00,18.0,2.0,1.570235000996614,0.328,6.0,11.7
Montrose Beach,2015-07-01 08:00:00,17.7,1.17,1.570235000996614,0.371,6.0,11.8
Osterman Beach,2015-07-01 08:00:00,17.8,3.55,1.570235000996614,0.323,6.0,11.7
Ohio Street Beach,2015-07-01 08:00:00,18.4,2.72,1.570235000996614,0.209,6.0,11.0
Rainbow Beach,2015-07-01 07:00:00,18.2,4.48,1.570235000996614,0.383,6.0,11.1
Calumet Beach,2016-06-06 04:00:00,13.8,0.77,1.570235000996614,0.134,4.0,11.3
Montrose Beach,2015-07-01 09:00:00,17.8,1.4,1.570235000996614,0.39,5.0,11.8
Osterman Beach,2015-07-01 09:00:00,17.8,3.39,1.570235000996614,0.315,4.0,11.7
Ohio Street Beach,2015-07-01 09:00:00,18.3,3.32,1.570235000996614,0.218,4.0,11.0
Rainbow Beach,2015-07-01 08:00:00,18.2,2.38,1.570235000996614,0.371,6.0,11.1
63rd Street Beach,2015-07-01 09:00:00,18.1,1.57,1.570235000996614,0.302,5.0,11.7
Montrose Beach,2016-06-06 04:00:00,12.7,5.17433978494627,1.570235000996614,0.192,4.0,11.4
Ohio Street Beach,2016-06-06 04:00:00,12.6,1.64,1.570235000996614,0.163,4.0,11.4
Montrose Beach,2016-07-22 03:00:00,16.6,5.17433978494627,1.570235000996614,0.211,4.0,11.1
Ohio Street Beach,2016-07-22 03:00:00,19.3,1.35,1.570235000996614,0.143,4.0,10.9
Calumet Beach,2016-07-22 05:00:00,19.4,1.59,1.570235000996614,0.223,3.0,10.8
Montrose Beach,2016-07-22 05:00:00,17.3,5.17433978494627,1.570235000996614,0.176,4.0,11.1
Ohio Street Beach,2016-07-22 05:00:00,19.4,1.87,1.570235000996614,0.135,3.0,10.9
Calumet Beach,2016-07-22 14:00:00,19.7,2.63,1.570235000996614,0.204,3.0,10.8
Montrose Beach,2016-07-22 14:00:00,19.3,5.17433978494627,1.570235000996614,0.167,3.0,11.0
Ohio Street Beach,2016-07-22 14:00:00,22.0,1.12,1.570235000996614,0.138,3.0,10.8
Ohio Street Beach,2016-08-04 23:00:00,25.2,1.26,1.570235000996614,0.087,3.0,11.4
Calumet Beach,2016-08-05 02:00:00,24.6,1.14,1.570235000996614,0.119,2.0,10.1
Montrose Beach,2016-08-05 02:00:00,22.7,5.17433978494627,1.570235000996614,0.093,4.0,12.4
Ohio Street Beach,2016-08-05 02:00:00,25.1,1.1,1.570235000996614,0.071,5.0,11.4
Rainbow Beach,2015-07-01 09:00:00,18.1,8.78,1.570235000996614,0.382,7.0,11.1
Calumet Beach,2016-06-06 01:00:00,13.9,0.9,1.570235000996614,0.166,4.0,11.3
Montrose Beach,2015-07-01 11:00:00,18.1,1.41,1.570235000996614,0.373,6.0,11.8
Osterman Beach,2015-07-01 11:00:00,18.1,2.75,1.570235000996614,0.295,5.0,11.7
Ohio Street Beach,2015-07-01 11:00:00,18.8,1.68,1.570235000996614,0.216,6.0,11.0
Rainbow Beach,2015-07-01 10:00:00,18.3,8.83,1.570235000996614,0.361,6.0,11.1
Calumet Beach,2015-06-30 03:00:00,19.2,0.85,1.570235000996614,0.06,6.0,9.8
Calumet Beach,2015-07-01 12:00:00,19.5,0.96,1.570235000996614,0.208,5.0,13.1
Montrose Beach,2015-07-01 12:00:00,18.3,1.62,1.570235000996614,0.348,5.0,11.8
Osterman Beach,2015-07-01 12:00:00,18.3,3.09,1.570235000996614,0.297,6.0,11.6
Ohio Street Beach,2015-07-01 12:00:00,19.1,1.49,1.570235000996614,0.21,4.0,11.0
Rainbow Beach,2015-07-01 12:00:00,18.9,7.01,1.570235000996614,0.362,6.0,11.1
63rd Street Beach,2015-07-01 11:00:00,18.4,1.9,1.570235000996614,0.326,6.0,11.7
Calumet Beach,2015-07-01 13:00:00,19.8,1.0,1.570235000996614,0.208,6.0,13.1
63rd Street Beach,2015-07-01 13:00:00,19.0,1.77,1.570235000996614,0.322,6.0,11.7
Montrose Beach,2015-07-01 13:00:00,18.5,1.74,1.570235000996614,0.39,5.0,11.8
Osterman Beach,2015-07-01 13:00:00,18.5,3.56,1.570235000996614,0.325,6.0,11.6
Ohio Street Beach,2015-07-01 13:00:00,19.3,1.68,1.570235000996614,0.206,5.0,11.0
Rainbow Beach,2015-07-01 13:00:00,19.2,6.13,1.570235000996614,0.357,5.0,11.1
Calumet Beach,2015-07-01 14:00:00,20.1,0.96,1.570235000996614,0.218,6.0,13.0
63rd Street Beach,2015-07-01 14:00:00,19.2,1.65,1.570235000996614,0.309,5.0,11.7
Montrose Beach,2015-07-01 14:00:00,18.7,1.97,1.570235000996614,0.383,6.0,11.8
Osterman Beach,2015-07-01 14:00:00,18.7,3.33,1.570235000996614,0.312,4.0,11.6
Ohio Street Beach,2015-07-01 14:00:00,19.6,1.65,1.570235000996614,0.208,5.0,11.0
Rainbow Beach,2015-07-01 14:00:00,19.6,5.51,1.570235000996614,0.354,6.0,11.1
Calumet Beach,2015-07-01 15:00:00,20.1,1.02,1.570235000996614,0.215,6.0,13.0
63rd Street Beach,2015-07-01 15:00:00,19.3,1.76,1.570235000996614,0.304,5.0,11.7
Montrose Beach,2015-07-01 15:00:00,18.8,1.68,1.570235000996614,0.373,5.0,11.8
Osterman Beach,2015-07-01 15:00:00,18.8,3.91,1.570235000996614,0.334,4.0,11.6
Ohio Street Beach,2015-07-01 15:00:00,19.7,1.77,1.570235000996614,0.214,5.0,11.0
Calumet Beach,2015-07-01 16:00:00,20.2,1.0,1.570235000996614,0.222,5.0,13.0
63rd Street Beach,2015-07-01 16:00:00,19.4,1.75,1.570235000996614,0.295,4.0,11.7
Montrose Beach,2015-07-01 16:00:00,18.9,1.86,1.570235000996614,0.375,6.0,11.8
Osterman Beach,2015-07-01 16:00:00,18.9,3.74,1.570235000996614,0.307,4.0,11.6
Ohio Street Beach,2015-07-01 16:00:00,19.9,1.72,1.570235000996614,0.212,4.0,11.0
Rainbow Beach,2015-07-01 15:00:00,19.3,4.35,1.570235000996614,0.36,5.0,11.1
Calumet Beach,2015-07-01 17:00:00,20.2,1.0,1.570235000996614,0.207,3.0,13.0
63rd Street Beach,2015-07-01 17:00:00,19.4,1.67,1.570235000996614,0.311,5.0,11.7
Montrose Beach,2015-07-01 17:00:00,18.8,1.78,1.570235000996614,0.35,5.0,11.8
Osterman Beach,2015-07-01 17:00:00,19.0,4.4,1.570235000996614,0.316,3.0,11.6
Ohio Street Beach,2015-07-01 17:00:00,19.9,1.66,1.570235000996614,0.206,5.0,11.0
Rainbow Beach,2015-07-01 16:00:00,19.6,5.07,1.570235000996614,0.345,5.0,11.1
Calumet Beach,2015-07-01 18:00:00,20.3,1.05,1.570235000996614,0.218,3.0,12.9
63rd Street Beach,2015-07-01 18:00:00,19.4,1.71,1.570235000996614,0.291,5.0,11.7
Montrose Beach,2015-07-01 18:00:00,19.0,1.38,1.570235000996614,0.36,4.0,11.8
Osterman Beach,2015-07-01 18:00:00,19.1,4.41,1.570235000996614,0.324,3.0,11.6
Ohio Street Beach,2015-07-01 18:00:00,19.9,2.07,1.570235000996614,0.209,5.0,11.0
Rainbow Beach,2015-07-01 18:00:00,19.4,3.26,1.570235000996614,0.333,5.0,11.1
Calumet Beach,2015-07-01 19:00:00,20.1,1.07,1.570235000996614,0.202,5.0,12.9
63rd Street Beach,2015-07-01 19:00:00,19.5,3.09,1.570235000996614,0.284,4.0,11.7
Montrose Beach,2015-07-01 19:00:00,19.2,1.8,1.570235000996614,0.371,5.0,11.8
Osterman Beach,2015-07-01 19:00:00,19.0,6.49,1.570235000996614,0.333,4.0,11.6
Ohio Street Beach,2015-07-01 19:00:00,19.9,1.98,1.570235000996614,0.218,5.0,11.0
Rainbow Beach,2015-07-01 19:00:00,19.7,15.12,1.570235000996614,0.321,5.0,11.1
Calumet Beach,2015-07-01 20:00:00,19.9,1.01,1.570235000996614,0.201,3.0,12.9
63rd Street Beach,2015-07-01 20:00:00,19.5,3.78,1.570235000996614,0.285,5.0,11.7
Montrose Beach,2015-07-01 20:00:00,19.2,1.99,1.570235000996614,0.361,5.0,11.8
Osterman Beach,2015-07-01 20:00:00,18.9,5.41,1.570235000996614,0.307,4.0,11.6
Ohio Street Beach,2015-07-01 20:00:00,19.8,2.18,1.570235000996614,0.212,5.0,11.0
Rainbow Beach,2015-07-01 20:00:00,19.6,11.61,1.570235000996614,0.33,5.0,11.1
Calumet Beach,2015-07-02 14:00:00,19.9,2.02,1.570235000996614,0.219,4.0,12.6
63rd Street Beach,2015-07-02 14:00:00,19.6,3.85,1.570235000996614,0.346,4.0,11.6
Montrose Beach,2015-07-02 14:00:00,18.7,4.65,1.570235000996614,0.408,4.0,11.8
Osterman Beach,2015-07-02 14:00:00,18.7,7.25,1.570235000996614,0.357,3.0,11.6
Ohio Street Beach,2015-07-02 14:00:00,20.3,4.34,1.570235000996614,0.262,4.0,11.0
Rainbow Beach,2015-07-02 13:00:00,19.2,5.21,1.570235000996614,0.424,4.0,11.0
Calumet Beach,2015-07-02 15:00:00,19.8,1.87,1.570235000996614,0.225,4.0,12.6
Montrose Beach,2015-07-02 15:00:00,18.8,5.23,1.570235000996614,0.407,4.0,11.7
Osterman Beach,2015-07-02 15:00:00,18.9,6.95,1.570235000996614,0.353,4.0,11.5
Calumet Beach,2015-07-03 09:00:00,18.9,1.51,1.570235000996614,0.156,4.0,12.4
Ohio Street Beach,2015-07-02 15:00:00,19.8,5.05,1.570235000996614,0.24,3.0,11.0
Rainbow Beach,2015-07-02 14:00:00,19.4,4.64,1.570235000996614,0.428,4.0,11.0
Calumet Beach,2015-07-02 16:00:00,19.8,1.79,1.570235000996614,0.206,4.0,12.6
Montrose Beach,2015-07-02 16:00:00,18.8,4.37,1.570235000996614,0.383,3.0,11.7
Osterman Beach,2015-07-02 16:00:00,19.0,6.5,1.570235000996614,0.325,4.0,11.4
Ohio Street Beach,2015-07-02 16:00:00,19.6,4.72,1.570235000996614,0.24,4.0,11.0
Rainbow Beach,2015-07-02 15:00:00,19.2,4.03,1.570235000996614,0.429,4.0,11.0
63rd Street Beach,2015-07-02 15:00:00,19.4,3.65,1.570235000996614,0.365,4.0,11.6
Calumet Beach,2015-07-02 17:00:00,19.8,1.69,1.570235000996614,0.193,4.0,12.5
63rd Street Beach,2015-07-02 17:00:00,19.4,3.06,1.570235000996614,0.327,4.0,11.6
Montrose Beach,2015-07-02 17:00:00,19.0,5.18,1.570235000996614,0.39,4.0,11.7
Osterman Beach,2015-07-02 17:00:00,19.1,7.93,1.570235000996614,0.345,3.0,11.5
Ohio Street Beach,2015-07-02 17:00:00,19.7,5.01,1.570235000996614,0.255,4.0,11.0
Rainbow Beach,2015-07-02 16:00:00,19.2,3.75,1.570235000996614,0.413,4.0,11.0
Calumet Beach,2015-07-02 18:00:00,19.7,1.67,1.570235000996614,0.205,4.0,12.5
63rd Street Beach,2015-07-02 18:00:00,19.4,3.1,1.570235000996614,0.329,4.0,11.6
Montrose Beach,2015-07-02 18:00:00,19.0,5.84,1.570235000996614,0.411,4.0,11.7
Osterman Beach,2015-07-02 18:00:00,19.0,8.7,1.570235000996614,0.349,4.0,11.5
Ohio Street Beach,2015-07-02 18:00:00,19.6,6.22,1.570235000996614,0.243,4.0,11.0
Rainbow Beach,2015-07-02 17:00:00,19.5,4.73,1.570235000996614,0.409,4.0,11.0
Calumet Beach,2015-07-02 19:00:00,19.5,1.53,1.570235000996614,0.21,4.0,12.5
63rd Street Beach,2015-07-02 19:00:00,19.3,3.38,1.570235000996614,0.354,4.0,11.6
Montrose Beach,2015-07-02 19:00:00,19.0,6.19,1.570235000996614,0.397,4.0,11.7
Osterman Beach,2015-07-02 19:00:00,19.0,7.84,1.570235000996614,0.326,3.0,11.5
Ohio Street Beach,2015-07-02 19:00:00,19.1,4.38,1.570235000996614,0.235,4.0,11.0
Rainbow Beach,2015-07-02 18:00:00,19.4,3.29,1.570235000996614,0.417,4.0,11.0
Calumet Beach,2015-07-02 20:00:00,19.4,1.62,1.570235000996614,0.21,4.0,12.5
Montrose Beach,2015-07-02 20:00:00,18.9,7.05,1.570235000996614,0.417,4.0,11.7
Osterman Beach,2015-07-02 20:00:00,18.9,7.84,1.570235000996614,0.346,4.0,10.8
Ohio Street Beach,2015-07-02 20:00:00,19.1,7.31,1.570235000996614,0.256,4.0,11.0
Rainbow Beach,2015-07-02 19:00:00,19.3,3.91,1.570235000996614,0.416,4.0,11.0
Calumet Beach,2015-07-02 21:00:00,19.3,1.67,1.570235000996614,0.217,4.0,12.5
Montrose Beach,2015-07-02 21:00:00,18.8,6.14,1.570235000996614,0.392,4.0,11.7
Osterman Beach,2015-07-02 21:00:00,18.8,7.94,1.570235000996614,0.344,4.0,11.5
Calumet Beach,2015-07-03 00:00:00,19.3,1.74,1.570235000996614,0.213,4.0,12.5
Ohio Street Beach,2015-07-02 21:00:00,19.4,4.55,1.570235000996614,0.226,4.0,11.0
Rainbow Beach,2015-07-02 20:00:00,19.2,3.3,1.570235000996614,0.409,4.0,11.0
Montrose Beach,2016-06-06 01:00:00,13.0,5.17433978494627,1.570235000996614,0.226,6.0,11.4
Calumet Beach,2015-07-02 22:00:00,19.2,1.6,1.570235000996614,0.214,5.0,12.5
Montrose Beach,2015-07-02 22:00:00,18.7,6.5,1.570235000996614,0.387,4.0,11.7
Osterman Beach,2015-07-02 22:00:00,18.7,8.66,1.570235000996614,0.327,4.0,11.5
Ohio Street Beach,2015-07-02 22:00:00,19.1,4.58,1.570235000996614,0.227,4.0,11.0
Rainbow Beach,2015-07-02 21:00:00,19.1,3.21,1.570235000996614,0.411,4.0,11.0
63rd Street Beach,2015-07-02 20:00:00,19.2,3.46,1.570235000996614,0.347,4.0,11.6
Calumet Beach,2015-07-02 23:00:00,19.2,1.59,1.570235000996614,0.219,5.0,12.5
Ohio Street Beach,2016-06-06 01:00:00,13.3,0.68,1.570235000996614,0.157,4.0,11.4
Montrose Beach,2015-07-02 23:00:00,18.5,6.15,1.570235000996614,0.386,4.0,11.7
Osterman Beach,2015-07-02 23:00:00,18.6,8.01,1.570235000996614,0.317,4.0,11.5
Ohio Street Beach,2015-07-02 23:00:00,19.0,4.15,1.570235000996614,0.216,4.0,11.0
Rainbow Beach,2015-07-02 22:00:00,18.9,6.6,1.570235000996614,0.356,4.0,11.0
63rd Street Beach,2015-07-02 23:00:00,18.9,3.55,1.570235000996614,0.351,4.0,11.6
Calumet Beach,2016-07-22 04:00:00,19.5,2.04,1.570235000996614,0.256,3.0,10.8
Montrose Beach,2016-07-22 04:00:00,17.0,5.17433978494627,1.570235000996614,0.201,4.0,11.1
Ohio Street Beach,2016-07-22 04:00:00,19.4,1.45,1.570235000996614,0.13,4.0,10.9
Calumet Beach,2016-07-22 06:00:00,19.3,1.53,1.570235000996614,0.181,3.0,10.8
Montrose Beach,2016-07-22 06:00:00,17.4,5.17433978494627,1.570235000996614,0.162,3.0,11.1
Ohio Street Beach,2016-07-22 06:00:00,19.5,2.45,1.570235000996614,0.129,3.0,10.9
Calumet Beach,2016-07-22 07:00:00,19.4,2.53,1.570235000996614,0.174,3.0,10.8
